VariableStem	TopicID
expmanage3	10904
expmanage4	10904
expmanage5	10904
expmanage6	10904
expmanage7	10904
expmanage8	10904
expmanage9	10904
expmanage97	10904
expream	10704
exsame	10704
extnsa	10903
extrate	10903
extrest	10903
eyc	115
eyca1	115
eyca10	115
eyca11	115
eyca12	115
eyca13	115
eyca14	115
eyca15	115
eyca16	115
eyca2	115
eyca3	115
eyca4	115
eyca5	115
eyca6	115
eyca7	115
eyca8	115
eyca9	115
eycadult	115
eycflag	115
fall_moved	115
family_tm	115
famsup	10704
farkid	107
father	107
fbentype01	10908
fbentype02	10908
fbentype03	10908
fbentype04	10908
fbentype05	10908
fbentype06	10908
fbentype07	10908
fbentype08	10908
fbentype09	10908
fbentype10	10908
fbentype11	10908
fbentype12	10908
fbentype13	10908
fbentype14	10908
fbentype15	10908
fbentype16	10908
fbentype17	10908
fbentype18	10908
fbentype19	10908
fbentype20	10908
fbentype21	10908
fbentype22	10908
fbentype23	10908
fbentype24	10908
fbentype25	10908
fbentype26	10908
fbentype27	10908
fbentype28	10908
fbentype29	10908
fbentype30	10908
fbentype31	10908
fbentype32	10908
fbentype33	10908
fbentype34	10908
fbentype35	10908
fbentype36	10908
fbentype37	10908
fbentype38	10908
fbentype39	10908
fborn	10101
fedlik	10803
fednt	10803
fednto_code	10803
feend	10803
femplw	10901
fenow	10803
fenow_cawi	108
fertility_tm	115
feverint	115
ff_all_moved	115
ff_bentype01	10908
ff_bentype02	10908
ff_bentype03	10908
ff_bentype04	10908
ff_bentype05	10908
ff_bentype06	10908
ff_bentype07	10908
ff_bentype08	10908
ff_bentype09	10908
ff_bentype10	10908
ff_bentype11	10908
ff_bentype12	10908
ff_bentype13	10908
ff_bentype14	10908
ff_bentype15	10908
ff_bentype16	10908
ff_bentype17	10908
ff_bentype18	10908
ff_bentype19	10908
ff_bentype20	10908
ff_bentype21	10908
ff_bentype22	10908
ff_bentype23	10908
ff_bentype24	10908
ff_bentype25	10908
ff_bentype26	10908
ff_bentype27	10908
ff_bentype28	10908
ff_bentype29	10908
ff_bentype30	10908
ff_bentype31	10908
ff_bentype32	10908
ff_bentype33	10908
ff_bentype34	10908
ff_bentype35	10908
ff_bentype36	10908
ff_bentype37	10908
ff_bentype38	10908
ff_bentype39	10908
ff_emplw	10901
ff_everint	115
ff_hhadaptw801	115
ff_hhadaptw802	115
ff_hhadaptw803	115
ff_hhadaptw804	115
ff_hhadaptw805	115
ff_hhadaptw806	115
ff_hhadaptw807	115
ff_hhsize	10702
ff_hsbeds	10201
ff_hsownd	10201
ff_hsrooms	10201
ff_indadaptw801	115
ff_indadaptw802	115
ff_indadaptw803	115
ff_indadaptw804	115
ff_indadaptw805	115
ff_indadaptw806	115
ff_indadaptw807	115
ff_ivintlang	115
ff_ivlolw	115
ff_jbmngr	10901
ff_jbsemp	10901
ff_jbsize	10901
ff_jbstat	10901
ff_nonprod	115
ff_nsran	115
ff_oprlg	11003
ff_oprlg0	11003
ff_oprlg0ni	11003
ff_oprlg1	11003
ff_tel	115
ff_wrdrcl	115
ffbrfedlw	11101
fhsbeds	10201
fhsownd	10201
fhsrooms	10201
fibenothr_dv	10903
fibenothr_if	10903
fibenothr_tc	10904
ficode	10903
ficountax_dv	10906
fihhmngrs1_dv	10903
fihhmngrs_dv	10903
fihhmngrs_if	10903
fihhmngrs_tc	10904
fihhmninv_dv	10903
fihhmnlabgrs_dv	10903
fihhmnlabnet_dv	10903
fihhmnmisc_dv	10903
fihhmnmisdv	10903
fihhmnnet1_dv	10903
fihhmnnet3_dv	10903
fihhmnnet4_dv	10903
fihhmnpen_dv	10907
fihhmnprben_dv	10908
fihhmnsben_dv	10908
fihhnegsei_if	10903
fimngrs_dv	10903
fimngrs_if	10904
fimngrs_tc	10702
fimninvnet_dv	10903
fimnlabgrs_dv	10903
fimnlabgrs_if	10904
fimnlabgrs_tc	10904
fimnlabnet_dv	10903
fimnlabnet_tc	10904
fimnmisc_dv	10903
fimnmisdv	10903
fimnnet_dv	10903
fimnpen_dv	10907
fimnprben_dv	10908
fimnsben_dv	10908
finances_tm	115
finfut	10904
finint_tm	115
finloc	115
firstadult	115
fiseq	109
fitax	10904
fivealcdr	10605
fivintlang	115
fivlolw	115
fiyrdb1	10904
fiyrdb2	10904
fiyrdb3	10904
fiyrdb4	10904
fiyrdb5	10904
fiyrdb6	10904
fiyrdia	10904
fiyrinvinc_tc	10904
fiyrinvintc	10904
fjbmngr	10901
fjbsemp	10901
fjbsize	10901
fjbstat	10901
flaglink	115
flaglinkb1	115
flaglinkb2	115
flaglinkb3	115
flyes1	10203
flyes2	10203
flyes3	10203
flyes4	10203
fnonprod	115
fnpid	115
fnpno	115
fnspno	115
food1	10103
food2	10103
food3	10103
food4	10103
food5	10103
food6	10103
food7	10103
foprlg	11003
foprlg0	11003
foprlg0ni	11003
formdif	10104
fraddl	10903
frdrg	10606
frjt	10903
frjtkeep_dv	10903
frjtpn	10903
frjtpnmod_dv	10903
frjtpnmodv	10903
frmntdv	10903
frmnth_dv	10903
frmnthimp_dv	10903
frmnthimp_if	10903
frobulli	10403
frobully	10402
frpbulli	10403
frpbully	10402
fruitamt	10601
fruvege	106
frval	10903
frwc	10903
ft2endm1	108
ft2endm2	108
ft2endm3	108
ft2endm4	108
ft2endy41	108
ft2endy42	108
ft2endy43	108
ft2endy44	108
ftedany	108
ftedend1	108
ftedend2	108
ftedend3	108
ftedend4	108
ftedmor1	108
ftedmor2	108
ftedmor3	108
ftedmor4	108
ftedstartm1	108
ftedstartm2	108
ftedstartm3	108
ftedstartm4	108
ftedstarty41	108
ftedstarty42	108
ftedstarty43	108
ftedstarty44	108
ftendm	108
ftendy4	108
ftexv	10904
ftexw	10904
ftquals	108
fuelduel	10201
fuelhave1	10201
fuelhave2	10201
fuelhave3	10201
fuelhave4	10201
fuelhave96	10201
fukborn	10101
futra	110
futrb	110
futrc	110
futrd	110
futre	110
futrf	110
futrg	110
futrh	110
futri	110
futrj	110
futrk	110
futrl	110
futureint	110
g2	115
g3	115
g4	115
g5	115
g6	115
g7a	115
g7b	115
g7c	115
g8	115
gaspay	10201
gcse5	10801
gcseeng	10801
gcseengalpha	10801
gcseenge	10801
gcseengnum	10801
gcseengw	10801
gcsemat	10801
gcsematalpha	10801
gcsemate	10801
gcsematnum	10801
gcsematw	10801
giftdone	115
givecoa	115
gpcomp	115
grfpno	115
grmpno	115
grpbfts	11002
harassment_tm	115
hascurr	10904
hasemail	115
hasemail2	115
hasstep	10704
havedp1	10708
havedp2	10708
havedp3	10708
hbadjust_dv	10908
hcond1	103
hcond10	103
hcond11	103
hcond12	103
hcond13	103
hcond14	103
hcond15	103
hcond16	103
hcond17	103
hcond19	103
hcond2	103
hcond20	103
hcond3	103
hcond4	103
hcond5	103
hcond6	103
hcond7	103
hcond8	103
hcond9	103
hcond96	103
hconda01	103
hconda02	103
hconda03	103
hconda04	103
hconda05	103
hconda06	103
hconda07	103
hconda08	103
hconda09	103
hconda10	103
hconda11	103
hconda12	103
hconda13	103
hconda14	103
hconda15	103
hconda16	103
hconda17	103
hconda19	103
hconda20	103
hconde6	103
hconde7	103
hconde96	103
hcondea6	103
hcondea7	103
hcondn1	103
hcondn10	103
hcondn11	103
hcondn12	103
hcondn13	103
hcondn14	103
hcondn15	103
hcondn16	103
hcondn17	103
hcondn19	103
hcondn2	103
hcondn20	103
hcondn3	103
hcondn4	103
hcondn5	103
hcondn6	103
hcondn7	103
hcondn8	103
hcondn9	103
hcondn96	103
hcondno1	103
hcondno10	10308
hcondno2	103
hcondno3	103
hcondno4	103
hcondno5	103
hcondno6	103
hcondno7	103
hcondno8	103
hcondno9	10308
hcondno_code	103
hcondns1	103
hcondns10	10308
hcondns2	103
hcondns3	103
hcondns4	103
hcondns5	103
hcondns6	103
hcondns7	103
hcondns8	103
hcondns9	10308
hcondo_code	103
hconds01	103
hconds02	103
hconds03	103
hconds04	103
hconds05	103
hconds06	103
hconds07	103
hconds08	103
hconds09	103
hconds10	103
hconds11	103
hconds12	103
hconds13	103
hconds14	103
hconds15	103
hconds16	103
hconds17	103
health	10323
health_tm	115
healthlink	115
heapplied	10803
hearcomputer	10809
heatch	10201
hednto_code	10803
helpcode1	10708
helpcode2	10708
helpcode3	10708
helpcode4	10708
helpcode5	10708
helpcode6	10708
helpcode7	10708
helpcode8	10708
helphours1	10708
helphours2	10708
helphours3	10708
helphours4	10708
helphours5	10708
helphours6	10708
helphours7	10708
helphours8	10708
helphoursb1	10708
helphoursb2	10708
helphoursb3	10708
helphoursb4	10708
helphoursb5	10708
helphoursb6	10708
helphoursb7	10708
helphoursb8	10708
herfreq	10709
heritage1	10709
heritage2	10709
heritage3	10709
heritage4	10709
heritage5	10709
heritage6	10709
heritage7	10709
heritage8	10709
heritage96	10709
hgadoptf	10702
hgadoptm	10702
hgbioad1	10702
hgbioad2	10702
hgbiof	10702
hgbiom	10702
hgenddatd	115
hgenddathh	115
hgenddatm	115
hgenddatmm	115
hgenddatss	115
hgenddaty	115
hglieng	115
hglitrans	115
hgpart	10702
hgstrtdatd	115
hgstrtdathh	115
hgstrtdatm	115
hgstrtdatmm	115
hgstrtdatss	115
hgstrtdaty	115
hh_outcome	115
hhaccred	115
hhadaptw801	115
hhadaptw802	115
hhadaptw803	115
hhadaptw804	115
hhadaptw805	115
hhadaptw806	115
hhadaptw807	115
hhadeng	115
hharftran	115
hhdenbh_xw	115
hhdengp_xd	115
hhdenub_xw	115
hhdenui_xd	115
hhdenui_xw	115
hhdenus_xd	115
hhdenus_xw	115
hhdenuxw	115
hhdone	115
hhelig	115
hhemail	115
hheng	115
hhgrid_length	115
hhgrid_tm	115
hhgridcomplete	115
hhgridmodedv	115
hhint_length	115
hhintlang	10104
hhlang	115
hhlangchk1	11102
hhlangchk2	11102
hhlangchk3	11102
hhlangchk4	11102
hhlangchk5	11102
hhlangchk6	11102
hhlangchk7	11102
hhlangchk8	11102
hhlangchk9	11102
hhlangchk96	10908
hhmem	115
hhno	10201
hhold	10201
hholdmodedv	115
hholdno	115
hhothlang10	11102
hhothlang11	11102
hhothlang12	11102
hhothlang13	11102
hhothlang14	11102
hhothlang15	11102
hhothlang16	11102
hhothlang17	11102
hhothlang18	11102
hhothlang19	11102
hhothlang20	11102
hhothlang21	11102
hhothlang22	11102
hhothlang23	11102
hhothlang24	11102
hhothlang25	11102
hhothlang26	11102
hhothlang27	11102
hhothlang28	11102
hhothlang29	11102
hhothlang30	11102
hhothlang31	11102
hhothlang32	11102
hhothlang33	11102
hhothlang96	11102
hhpc1	10906
hhpc2	10906
hhpc3	10906
hhpc4	10906
hhpc5	10906
hhpc96	10906
hhqend	115
hhqre_tm	115
hhqref1	115
hhqref10	115
hhqref11	115
hhqref12	115
hhqref13	115
hhqref14	115
hhqref15	115
hhqref16	115
hhqref17	115
hhqref18	115
hhqref19	115
hhqref2	115
hhqref20	115
hhqref21	115
hhqref22	115
hhqref23	115
hhqref24	115
hhqref25	115
hhqref26	115
hhqref27	115
hhqref28	115
hhqref29	115
hhqref3	115
hhqref30	115
hhqref31	115
hhqref32	115
hhqref4	115
hhqref5	115
hhqref6	115
hhqref7	115
hhqref8	115
hhqref9	115
hhqurecomplete	115
hhselect	115
hhstatus	115
hhsttime_tm	115
hhsuffenga	115
hhsuffengb	115
hhtrans	115
hhwhoint	115
hideviceused	115
hienddatd	115
hienddathh	115
hienddatm	115
hienddatmm	115
hienddatss	115
hienddaty	115
higheduk	10801
hinfano1	10708
hinfano2	10708
hinfano3	10708
hinfano4	10708
hinfano5	10708
hinfano6	10708
hinfano7	10708
hinfano8	10708
hinfano9	10708
hinfbno1	10708
hinfbno2	10708
hinfbno3	10708
hinfbno4	10708
hinfbno5	10708
hinfbno6	10708
hinfbno7	10708
hinfbno8	10708
hinfbno9	10708
hiqual_dv	10801
histrtdatd	115
histrtdathh	115
histrtdatm	115
histrtdatmm	115
histrtdatss	115
histrtdaty	115
hitsib	10704
hl2gp	10501
hl2hop	10502
hlht	10320
hlhtc	10320
hlhtf	10320
hlhti	10320
hlieng	115
hlitrans	115
hliwho	115
hlpforma1	10708
hlpforma2	10708
hlpforma3	10708
hlpforma4	10708
hlpforma5	10708
hlpforma6	10708
hlpforma7	10708
hlpforma96	10708
hlpforma97	10708
hlpformb1	10708
hlpformb2	10708
hlpformb3	10708
hlpformb4	10708
hlpformb5	10708
hlpformb6	10708
hlpformb7	10708
hlpformb96	10708
hlpformb97	10708
hlphmwk	11103
hlpinfa1	10708
hlpinfa10	10708
hlpinfa2	10708
hlpinfa3	10708
hlpinfa4	10708
hlpinfa5	10708
hlpinfa6	10708
hlpinfa7	10708
hlpinfa8	10708
hlpinfa9	10708
hlpinfa96	10708
hlpinfb1	10708
hlpinfb10	10708
hlpinfb2	10708
hlpinfb3	10708
hlpinfb4	10708
hlpinfb5	10708
hlpinfb6	10708
hlpinfb7	10708
hlpinfb8	10708
hlpinfb9	10708
hlpinfb96	10708
hlthisgn	115
hlthisgn_tns	115
hlthkidlink	115
hlthlink	115
hlthlinkb1	115
hlthlinkb2	115
hlthlinkb3	115
hlthrecd	115
hlthrecd_tns	115
hlthrsgn	115
hlthrsgn_tns	115
hlwt	10320
hlwte	10320
hlwtk	10320
hlwtl	10320
hlwtp	10320
hlwts	10320
hmrcesent	115
hmrclink	115
hood15	10202
hosp	10502
hospc1	10502
hospc10	10308
hospc2	10502
hospc3	10502
hospc4	10502
hospc5	10502
hospc6	10502
hospc7	10502
hospc8	10502
hospc9	10308
hospch	10502
hospd	10502
hospdc1	10502
hospdc10	10308
hospdc2	10502
hospdc3	10502
hospdc4	10502
hospdc5	10502
hospdc6	10502
hospdc7	10502
hospdc8	10502
hospdc9	10308
houscost1_dv	10201
houscost2_dv	10201
housebun	10201
houtcome	115
howcontact	115
howpaya1	10708
howpaya2	10708
howpaya3	10708
howpayb1	10708
howpayb2	10708
howpayb3	10708
hrpid	115
hrpno	115
hrs_slph	10603
hrs_slpm	10603
hsbeds	10201
hscost	10201
hsctax	10201
hsfit	10201
hsjb	10201
hsownd	10201
hsowndchk	10201
hsowr10	10201
hsowr11	10201
hsowr110	10201
hsowr111	10201
hsowr112	10201
hsowr113	10201
hsowr114	10201
hsowr115	10201
hsowr116	10201
hsowr12	10201
hsowr13	10201
hsowr14	10201
hsowr15	10201
hsowr16	10201
hsowr17	10201
hsowr18	10201
hsowr19	10201
hsroomchk	10201
hsrooms	10201
hsval	10201
hsyr04	10201
hsyrbuy	10201
huruns	10701
ideviceused	115
iemb	115
iembelig	115
ienddatd	115
ienddathh	115
ienddatm	115
ienddatmm	115
ienddatss	115
ienddaty	115
ieqmoecd_dv	10903
ieqmoecdv	10903
immstop1	10810
immstop2	10810
immstop3	10810
immstop4	10810
immstop5	10810
immstop6	10810
immstop7	10810
immstop8	10810
immstop97	10810
impevent1	112
impevent1s	112
impevent2	112
impevent2s	112
impevent3	112
impevent3s	112
impevent4	112
impevent4s	112
incass	10708
includ	115
ind5mus_lw	115
ind5mus_xw	115
indbd91_lw	115
indbdub_lw	115
indeflv	10106
indethg1	10103
indethg10	10103
indethg11	10103
indethg12	10103
indethg13	10103
indethg14	10103
indethg2	10103
indethg3	10103
indethg4	10103
indethg5	10103
indethg6	10103
indethg7	10103
indethg8	10103
indethg9	10103
indethg96	10103
indin01_lw	115
indin91_lw	115
indinbh_xw	115
indinub_lw	115
indinub_xw	115
indinui_lw	115
indinui_xw	115
indinus_lw	115
indinus_xw	115
indinuxw	115
indlearn	115
indlearnew	10803
indmode	115
indns91_lw	115
indnsub_lw	115
indpxbh_xw	115
indpxub_lw	115
indpxub_xw	115
indpxui_lw	115
indpxui_xw	115
indpxus_lw	115
indpxus_xw	115
indpxuxw	115
indscbh_xw	115
indscub_lw	115
indscub_xw	115
indscui_lw	115
indscui_xw	115
indscus_lw	115
indscus_xw	115
indscuxw	115
infsave1	10904
infsave2	10904
infsave3	10904
infsave4	10904
infsave5	10904
infsave6	10904
infsave96	10904
initial_tm	115
inocontact	115
insulted1	10608
insulted10	10608
insulted11	10608
insulted2	10608
insulted3	10608
insulted4	10608
insulted5	10608
insulted6	10608
insulted7	10608
insulted8	10608
insulted9	10608
insulted96	10608
insulted97	10608
insulted_dv	10608
insultedo_code	10608
insultedw11	10608
insultedw12	10608
insultedw13	10608
insultedw14	10608
insultedw15	10608
insultedw16	10608
insultedw17	10608
insultedw196	10608
insultedw197	10608
intcontact	115
intdatd_dv	115
intdatdv	115
intdated	115
intdatem	115
intdatey	115
intdatm_dv	115
intdaty_dv	115
intendukc	10106
intimmls11	10810
intimmls110	10810
intimmls12	10810
intimmls13	10810
intimmls14	10810
intimmls15	10810
intimmls16	10810
intimmls17	10810
intimmls18	10810
intimmls19	10810
intimmls196	10810
intimmls21	10810
intimmls210	10810
intimmls22	10810
intimmls23	10810
intimmls24	10810
intimmls25	10810
intimmls26	10810
intimmls27	10810
intimmls28	10810
intimmls29	10810
intimmls296	10810
intimmls31	10810
intimmls310	10810
intimmls32	10810
intimmls33	10810
intimmls34	10810
intimmls35	10810
intimmls36	10810
intimmls37	10810
intimmls38	10810
intimmls39	10810
intimmls396	10810
intimmls41	10810
intimmls410	10810
intimmls42	10810
intimmls43	10810
intimmls44	10810
intimmls45	10810
intimmls46	10810
intimmls47	10810
intimmls48	10810
intimmls49	10810
intimmls496	10810
intnum	115
intqus	115
intsignhealth	115
invdocs	10904
invitro1	114
invitro2	114
invitro3	114
invitro4	114
invitro5	114
isced11_dv	108
issue_mode	115
issue_num	115
issued2w	115
issueno	115
issunum	115
istrtdatd	115
istrtdathh	115
istrtdatm	115
istrtdatmm	115
istrtdatss	115
istrtdaty	115
isyear	115
iv_outcome1	115
iv_outcome10	115
iv_outcome11	115
iv_outcome12	115
iv_outcome13	115
iv_outcome14	115
iv_outcome15	115
iv_outcome16	115
iv_outcome2	115
iv_outcome3	115
iv_outcome4	115
iv_outcome5	115
iv_outcome6	115
iv_outcome7	115
iv_outcome8	115
iv_outcome9	115
ivaffct11	115
ivaffct12	115
ivaffct13	115
ivaffct14	115
ivaffct15	115
ivaffct17	115
ivaffct21	115
ivaffct22	115
ivaffct23	115
ivaffct27	115
ivaffct30	115
ivaffct97	115
ivcoop	115
ivfho	115
ivfio	115
ivh0	115
ivh1	115
ivh10	115
ivh11	115
ivh12	115
ivh13	115
ivh14	115
ivh15	115
ivh16	115
ivh2	115
ivh3	115
ivh4	115
ivh5	115
ivh6	115
ivh7	115
ivh8	115
ivh9	115
ivinfnce	115
ivintlang	115
iviolw	115
ivlhbal	115
ivlheng	115
ivlhtrans	115
ivlhwho	115
ivlibal	115
ivlieng	115
ivlitrans	115
ivlitrans_all	115
ivliwho	115
ivprsnt	115
ivtnc	115
ivtrans	115
ivwhoint	115
j1cojob	10901
j1semp	10901
j1soc00	10901
j1soc00_cc	10901
j1soc10	10901
j1soc10_cc	10901
j1soc90	10901
j1soc90_cc	10901
j1ukjob	109
j1uknssec8_dv	10902
j1uksoc00	10901
j1uksoc00_cc	10901
j1uksoc10	10901
j1uksoc10_cc	10901
j1uksoc90	10901
j1uksoc90_cc	10901
j2has	10901
j2hrs	10901
j2nssec8_dv	10902
j2pay	10903
j2pay_dv	10901
j2pay_if	10903
j2paynet_dv	10903
j2semp	10901
j2soc00	10901
j2soc00_cc	10901
j2soc10	10901
j2soc10_cc	10901
j2soc90	10901
j2soc90_cc	10901
jbatt1	10901
jbatt10	10901
jbatt2	10901
jbatt3	10901
jbatt4	10901
jbatt5	10901
jbatt6	10901
jbatt7	10901
jbatt8	10901
jbatt9	10901
jbbgd	10901
jbbgm	10901
jbbgy	10901
jbendd	10901
jbendm	10901
jbendotcode	10901
jbendreas	10901
jbendreas1	10901
jbendreas10	10901
jbendreas11	10205
jbendreas2	10901
jbendreas3	10901
jbendreas4	109
jbendreas5	10901
jbendreas6	11201
jbendreas7	103
jbendreas8	10901
jbendreas9	10901
jbendreas97	10901
jbendy4	10901
jbes2000	10901
jbflex1	10901
jbflex10	10901
jbflex2	10901
jbflex3	10901
jbflex4	10901
jbflex5	10901
jbflex6	10901
jbflex7	10901
jbflex8	10901
jbflex9	10901
jbflex96	10901
jbft_dv	10901
jbfxinf	10901
jbfxuse1	10901
jbfxuse10	10901
jbfxuse2	10901
jbfxuse3	10901
jbfxuse4	10901
jbfxuse5	10901
jbfxuse6	10901
jbfxuse7	10901
jbfxuse8	10901
jbfxuse9	10901
jbfxuse96	10901
jbhad	10901
jbhas	10901
jbhrs	10901
jbiindb_dv	10901
jbiinddv	10901
jbisco88	10901
jbisco88_cc	10901
jblkcha	10901
jblkchb	10901
jblkchc	10901
jblkchd	10901
jblkche	10901
jbmngrchk	10901
jbnssec3_dv	10901
jbnssec5_dv	10901
jbnssec8_dv	10901
jboff	10901
jboffy	10901
jbot	10901
jbotpd	10903
jbpen	10907
jbpenm	10907
jbpl	10901
jbsect	10901
jbsectpub	10901
jbsemp	10901
jbsempchk	10901
jbsic07	10901
jbsic07_cc	10901
jbsic07chk	10901
jbsizechk	10901
jbsoc00	10901
jbsoc00_cc	10901
jbsoc00chk	10901
jbstat	10901
jbterm1	10901
jbterm2	10901
jbttwt	10203
jlboss	10901
jlcbnssec8_dv	10902
jlcbsoc00	10901
jlcbsoc00_cc	10901
jlcbsoc10	10901
jlcbsoc10_cc	10901
jlcbsoc90	10901
jlcbsoc90_cc	10901
jlendm	10901
jlendy	10901
jles2000	10901
jliindb_dv	10901
jliinddv	10901
jlisco88	10901
jlisco88_cc	10901
jlmngr	10901
jlnssec3_dv	10901
jlnssec5_dv	10901
jlnssec8_dv	10901
jlsemp	10901
jlsic07	10901
jlsic07_cc	10901
jlsize	10901
jlsoc00	10901
jlsoc00_cc	10901
jnmnth	115
jnyear	115
job_tm	115
jobdeny	10901
jobhours1	10901
jobhours10	10901
jobhours2	10901
jobhours3	10901
jobhours4	10901
jobhours5	10901
jobhours6	10901
jobhours7	10901
jobhours8	10901
jobhours9	10901
joblook	10901
joiner	115
jsaccs	10901
jsboss	10901
jshrs	10901
jspart	10901
jspayu	10903
jspayw	10903
jspl	10901
jsprbm	10903
jsprby4	10903
jsprem	10903
jsprey4	10903
jsprf	10903
jsprls	10903
jsprni	10903
jsprtx	10903
jspyni	10903
jspytx	10903
jssize	10901
jsttwt	10901
jsttwtb	10203
jsttwtb_cawi	10203
jstypeb	10901
jsworkdis	10203
jsworktrav	10203
jubgn	10901
julkjb	10901
k2ucpn1	10702
k2ucpn2	10702
k2ucpn3	10702
k2ucpn4	10702
k2ucpn5	10702
kid2uni	11103
kid2uni01	11103
kid2uni02	11103
kid2uni03	11103
kid2uni04	11103
kid2uni05	11103
kid2uni06	11103
kid2uni07	11103
kid2uni08	11103
kid2uni09	11103
kid2uni1	10813
kid2uni10	11103
kid2uni11	11103
kid2uni12	11103
kid2uni13	11103
kid2uni14	11103
kid2uni15	11103
kid2uni16	11103
kid2uni2	10813
kid2uni3	10813
kid2uni4	10813
kid2uni5	10813
kidlang_all	11102
kidspt	10904
laamta	10904
lacal	107
lacbm	10107
lacby4	10107
laclv	10702
lacno	10702
lacsx	10702
lacyb4	10702
lacyd4	10314
lafreqa	10708
lahelp11	10708
lahelp12	10708
lahelp13	10708
lahelp14	10708
lahelp15	10708
lahelp16	10708
lahelp17	10708
lahelp18	10708
lapaya1	10708
lapaya2	10904
lapayb1	10708
lapayb2	10904
lascst	107
lastmstatch1	10703
lastmstatch2	10703
lastmstatch3	10703
late	11103
lchborn	10101
lchdobm	10107
lchdoby	10107
lchmulti1	114
lchmulti2	114
lchmulti3	114
lchmulti4	114
lchmulti5	114
lcsbm	10703
lcsby4	10703
lcsem	10703
lcsey4	10703
lda	10103
ldaflag	115
length	115
lenhhintv	115
lenindintv	115
leshem	10901
leshst	10901
leshsy4	10901
levelimp	11103
lgaped	10803
lheng	10104
lhtrans	10104
libfreq	10709
liceng	10810
lictrans	10810
licwho	10810
lieng	115
lifthh	10203
liftxhh	10203
lihow	115
lingua	115
litrans	115
livesp	10702
livewith	10702
liwho	115
lkmove	101
lkmvcntry	10205
llknbrd	10202
lmar1m	10704
lmar1y	10704
lmarm	10703
lmary4	10703
lmcbm	10703
lmcbm6	10702
lmcbm7	10702
lmcby4	10703
lmcby41	10702
lmcby42	10702
lmcby43	10702
lmcby45	10702
lmcby46	10702
lmcby47	10702
lmcoh	10703
lmdvm	10703
lmdvy4	10703
lmend	10703
lmspm	10703
lmspm1	10702
lmspm2	10702
lmspm3	10702
lmspm5	10702
lmspm6	10702
lmspm7	10702
lmspy4	10314
lmspy41	10702
lmspy42	10702
lmspy43	10702
lmspy45	10702
lmspy46	10702
lmspy47	10702
lmwwm	10314
lmwwy4	10314
lnprnt	10704
locserap	10202
locseras	10202
locserb	10202
locserc	10202
locserd	10202
locsere	10202
lon10	10106
lprnt	10704
lspwwd	10314
lvhm	110
lvmthp	10702
lvrel10	10704
lvrel9	10704
lvscdo	10813
lvschdo	10813
lvyrp	10702
lwwrong	10703
maage	10107
mabroad	10205
mabroadc1	10205
mabroadc2	10205
mabroadc3	10205
mabroadc4	10205
mabroadc5	10205
mabroadc_all1	10205
mabroadc_all2	10205
mabroadc_all3	10205
mabroadc_all4	10205
mabroadc_all5	10205
macoall	10101
macob	10101
macob_all	10101
macon	10704
macurr	10106
mafar	10704
maid	10103
maintalim	10908
maj1uknssec8_dv	10902
maj1uksoc00	10901
maj1uksoc00_cc	10901
maj1uksoc10	10901
maj1uksoc10_cc	10901
maj1uksoc90	10901
maj1uksoc90_cc	10901
majcb	10901
majlcbsoc00	10901
majlcbsoc00_cc	10901
majlcbsoc10	10901
majlcbsoc10_cc	10901
majlcbsoc90	10901
majlcbsoc90_cc	10901
maju	10902
majuk	10901
majukevr	10901
malone	10704
mamostcon	10704
manssec8_dv	10902
marno	115
marstat	10703
marstat_dv	10703
masee	10704
masoc00	10902
masoc00_cc	10902
masoc10	10902
masoc10_cc	10902
masoc90	10902
masoc90_cc	10902
mastat_dv	10703
matdepb	10904
matdepc	10904
matleave	10902
matlv	111
matlvendd	111
matlvendm	111
matlvendy4	111
matlvstd	111
matlvstm	111
matlvsty4	111
mayruk	101
mday	10403
mdhrs	10602
mdmin	10602
mealsreg	10601
med_slp	10603
memaid	10810
memcont11	10810
memcont12	10810
memcont13	10810
memcont21	10810
memcont210	10810
memcont211	10810
memcont212	10810
memcont213	10810
memcont214	10810
memcont215	10810
memcont216	10810
memcont22	10810
memcont23	10810
memcont24	10810
memcont25	10810
memcont26	10810
memcont27	10810
memcont28	10810
memcont29	10810
memcont3	10810
memper	10810
memprob1	10810
memprob2	10810
memprob3	10810
memprob4	10810
meslp	10603
mglife	102
mgnew	102
mgold	102
mgtype	102
migcntry	10205
migcntry_all	10205
migplns	10205
migration_tm	115
mindirect	10205
mindirectc1	10205
mindirectc2	10205
mindirectc3	10205
mindirectc4	10205
mindirectc5	10205
mindirectc_all1	10205
mindirectc_all2	10205
mindirectc_all3	10205
mindirectc_all4	10205
mindirectc_all5	10205
mintent	10205
mintwhen	10205
missource01	10903
missource02	10903
missource03	10903
missource04	10903
missource05	10903
missource06	10903
missource07	10903
missource08	10903
missource09	10903
missource10	10903
missource11	10903
missource12	10903
missource13	10903
missource14	10903
missource15	10903
missource16	10903
missource18	10903
missource19	10903
missource20	10903
missource21	10903
missource22	10903
missource23	10903
missource24	10903
missource25	10903
missource26	10903
missource27	10903
missource28	10903
missource29	10903
missource30	10903
missource31	10903
missource32	10903
missource33	10903
missource34	10903
missource35	10903
missource36	10903
missource37	10903
missource38	10903
missource39	10903
missource40	10903
missource41	10903
mla1	10709
mla2	10709
mla3	10709
mla96	10709
mlagst	10901
mlagstu	10901
mlfutr	10901
mlived	10205
mlivedc1	10205
mlivedc2	10205
